# Menlo Systems GmbH TERAScan++
# Program Version 1.0.96
# Start: 4498 ps, Average over 67108 waveforms. Timestamp: 2018-03-03T16:19:14
# Window type: Tukey, parameters: alpha = 0.1
# Time [ps]	THz Signal [a.u.]
4537.6	3.9877058
4537.65	3.6831057
4537.7	3.5190376
4537.75	3.0327968
4537.8	2.7798403
4537.85	2.3183804
4537.9	2.1936357
4537.95	1.9256683
4538	2.0347577
4538.05	2.0366099
4538.1	2.4286571
4538.15	2.6849852
4538.2	3.2856709
4538.25	3.6880325
4538.3	4.339963
4538.35	4.6995496
4538.4	5.2124739
4538.45	5.3256938
4538.5	5.4782549
4538.55	5.1592819
4538.6	4.8376713
4538.65	4.0067235
4538.7	3.2049609
4538.75	1.9915315
4538.8	0.91832853
4538.85	-0.44120802
4538.9	-1.5054274
4538.95	-2.7000627
4539	-3.4585997
4539.05	-4.2711445
4539.1	-4.5971707
4539.15	-4.9384066
4539.2	-4.8221026
4539.25	-4.7803462
4539.3	-4.347509
4539.35	-4.047973
4539.4	-3.4230575
4539.45	-2.9821507
4539.5	-2.2141985
4539.55	-1.6275796
4539.6	-0.71040237
4539.65	0.059760842
4539.7	1.1877766
4539.75	2.1552695
4539.8	3.4639028
4539.85	4.5996271
4539.9	6.0329779
4539.95	7.2189929
4540	8.6102362
4540.05	9.6606265
4540.1	10.807235
4540.15	11.47073
4540.2	12.089118
4540.25	12.108276
4540.3	11.977921
4540.35	11.176127
4540.4	10.215851
4540.45	8.629052
4540.5	7.0090101
4540.55	4.9464888
4540.6	3.0419396
4540.65	0.93872739
4540.7	-0.7268999
4540.75	-2.3838801
4540.8	-3.460878
4540.85	-4.3932799
4540.9	-4.6911555
4540.95	-4.9175175
4541	-4.619616
4541.05	-4.3736141
4541.1	-3.7856259
4541.15	-3.4462095
4541.2	-2.888306
4541.25	-2.6362408
4541.3	-2.1945777
4541.35	-2.061657
4541.4	-1.6764655
4541.45	-1.5044997
4541.5	-1.0027018
4541.55	-0.62163499
4541.6	0.16674517
4541.65	0.87721793
4541.7	2.013643
4541.75	3.051674
4541.8	4.4351111
4541.85	5.6154426
4541.9	7.0286468
4541.95	8.0938707
4542	9.2423772
4542.05	9.9035752
4542.1	10.509925
4542.15	10.514503
4542.2	10.403479
4542.25	9.6961704
4542.3	8.9155852
4542.35	7.6174453
4542.4	6.3698081
4542.45	4.7861273
4542.5	3.4188736
4542.55	1.8191469
4542.6	0.56375427
4542.65	-0.82774597
4542.7	-1.8688725
4542.75	-3.0588948
4542.8	-3.9070887
4542.85	-4.9525413
4542.9	-5.7211906
4542.95	-6.7054143
4543	-7.3849184
4543.05	-8.2400977
4543.1	-8.7247282
4543.15	-9.2751356
4543.2	-9.3574795
4543.25	-9.4142619
4543.3	-8.8994253
4543.35	-8.2898877
4543.4	-7.0732556
4543.45	-5.7451979
4543.5	-3.8312499
4543.55	-1.8923814
4543.6	0.52075463
4543.65	2.8214275
4543.7	5.4152302
4543.75	7.6908957
4543.8	10.056792
4543.85	11.894926
4543.9	13.597579
4543.95	14.60213
4544	15.369094
4544.05	15.401001
4544.1	15.213817
4544.15	14.335223
4544.2	13.353479
4544.25	11.861409
4544.3	10.44281
4544.35	8.6819153
4544.4	7.1555389
4544.45	5.4219337
4544.5	4.0130655
4544.55	2.458684
4544.6	1.2828696
4544.65	-0.0038955117
4544.7	-0.88742051
4544.75	-1.8440416
4544.8	-2.3683602
4544.85	-2.9373793
4544.9	-3.0366819
4544.95	-3.1343261
4545	-2.7171137
4545.05	-2.2634537
4545.1	-1.2852968
4545.15	-0.31509359
4545.2	1.1327565
4545.25	2.5233058
4545.3	4.275499
4545.35	5.8129391
4545.4	7.5765762
4545.45	9.0078501
4545.5	10.52973
4545.55	11.571775
4545.6	12.591516
4545.65	13.047848
4545.7	13.419244
4545.75	13.189007
4545.8	12.882285
4545.85	12.035199
4545.9	11.182639
4545.95	9.8710217
4546	8.6685501
4546.05	7.1257089
4546.1	5.7854007
4546.15	4.1768267
4546.2	2.8408405
4546.25	1.3004395
4546.3	0.052402935
4546.35	-1.4175804
4546.4	-2.5930383
4546.45	-3.9838369
4546.5	-5.0895198
4546.55	-6.3944309
4546.6	-7.380872
4546.65	-8.5303885
4546.7	-9.3292967
4546.75	-10.22109
4546.8	-10.673525
4546.85	-11.160415
4546.9	-11.184658
4546.95	-11.230663
4547	-10.761435
4547.05	-10.291263
4547.1	-9.3362098
4547.15	-8.4127107
4547.2	-7.0220704
4547.25	-5.6969691
4547.3	-3.9736454
4547.35	-2.3755672
4547.4	-0.44894246
4547.45	1.277137
4547.5	3.2543316
4547.55	4.9617635
4547.6	6.8648743
4547.65	8.4491826
4547.7	10.190812
4547.75	11.585639
4547.8	13.118764
4547.85	14.269228
4547.9	15.512368
4547.95	16.307933
4548	17.127541
4548.05	17.438504
4548.1	17.684851
4548.15	17.312625
4548.2	16.806444
4548.25	15.67028
4548.3	14.39961
4548.35	12.488731
4548.4	10.505242
4548.45	8.0034808
4548.5	5.5096742
4548.55	2.5859963
4548.6	-0.16260302
4548.65	-3.1598518
4548.7	-5.8449308
4548.75	-8.6064351
4548.8	-10.845485
4548.85	-13.000388
4548.9	-14.522913
4548.95	-15.850542
4549	-16.460947
4549.05	-16.863552
4549.1	-16.577167
4549.15	-16.159956
4549.2	-15.204449
4549.25	-14.320813
4549.3	-13.107682
4549.35	-12.197569
4549.4	-11.220405
4549.45	-10.751487
4549.5	-10.377258
4549.55	-10.690486
4549.6	-11.215139
4549.65	-12.438121
4549.7	-13.841892
4549.75	-15.874722
4549.8	-17.940256
4549.85	-20.429839
4549.9	-22.742846
4549.95	-25.242243
4550	-27.266801
4550.05	-29.217838
4550.1	-30.502659
4550.15	-31.539628
4550.2	-31.776723
4550.25	-31.684597
4550.3	-30.79746
4550.35	-29.640775
4550.4	-27.775619
4550.45	-25.783107
4550.5	-23.245842
4550.55	-20.739302
4550.6	-17.823721
4550.65	-15.092471
4550.7	-12.102836
4550.75	-9.3962391
4550.8	-6.5181142
4550.85	-4.0036523
4550.9	-1.3713784
4550.95	0.84593727
4551	3.1127124
4551.05	4.9098525
4551.1	6.698752
4551.15	7.9433579
4551.2	9.1339277
4551.25	9.7480105
4551.3	10.263496
4551.35	10.17184
4551.4	10.000703
4551.45	9.2699653
4551.5	8.5030995
4551.55	7.2455218
4551.6	6.0509693
4551.65	4.4983204
4551.7	3.1423386
4551.75	1.5595651
4551.8	0.30137031
4551.85	-1.0818652
4551.9	-2.0432022
4551.95	-3.0746133
4552	-3.6641027
4552.05	-4.3220855
4552.1	-4.5724658
4552.15	-4.9415481
4552.2	-4.9601475
4552.25	-5.1639569
4552.3	-5.0730268
4552.35	-5.2044282
4552.4	-5.067321
4552.45	-5.1341019
4552.5	-4.8764424
4552.55	-4.7716345
4552.6	-4.2754865
4552.65	-3.850365
4552.7	-2.9749596
4552.75	-2.1570091
4552.8	-0.89405308
4552.85	0.30851039
4552.9	1.9067305
4552.95	3.3287552
4553	5.0090696
4553.05	6.3852342
4553.1	7.9054069
4553.15	8.9897568
4553.2	10.111371
4553.25	10.731529
4553.3	11.326585
4553.35	11.405574
4553.4	11.502231
4553.45	11.14685
4553.5	10.866664
4553.55	10.223512
4553.6	9.7592602
4553.65	9.0148924
4553.7	8.5226534
4553.75	7.8031215
4553.8	7.365478
4553.85	6.6975014
4553.9	6.3015142
4553.95	5.635825
4554	5.1839777
4554.05	4.4468082
4554.1	3.926888
4554.15	3.0868692
4554.2	2.4470114
4554.25	1.5277369
4554.3	0.83562393
4554.35	-0.11485848
4554.4	-0.76632928
4554.45	-1.5931211
4554.5	-2.095059
4554.55	-2.7593689
4554.6	-3.0573814
4554.65	-3.4990914
4554.7	-3.6201421
4554.75	-3.9123806
4554.8	-3.8954201
4554.85	-4.1078977
4554.9	-4.0802878
4554.95	-4.3282397
4555	-4.3427982
4555.05	-4.6394191
4555.1	-4.709789
4555.15	-5.0334396
4555.2	-5.0862755
4555.25	-5.3503835
4555.3	-5.3177836
4555.35	-5.4590022
4555.4	-5.2587725
4555.45	-5.2374141
4555.5	-4.9000355
4555.55	-4.7548778
4555.6	-4.3283002
4555.65	-4.1651229
4555.7	-3.797701
4555.75	-3.7417931
4555.8	-3.5188604
4555.85	-3.6534496
4555.9	-3.6480235
4555.95	-4.0084336
4556	-4.2261658
4556.05	-4.7666291
4556.1	-5.0877781
4556.15	-5.6565711
4556.2	-5.9364162
4556.25	-6.3781721
4556.3	-6.4425961
4556.35	-6.6022754
4556.4	-6.3429174
4556.45	-6.1458337
4556.5	-5.5109409
4556.55	-4.9621206
4556.6	-4.0159793
4556.65	-3.1962071
4556.7	-2.0451012
4556.75	-1.0836943
4556.8	0.17701259
4556.85	1.205989
4556.9	2.498208
4556.95	3.5402427
4557	4.8190519
4557.05	5.8123971
4557.1	7.0203658
4557.15	7.9291805
4557.2	9.0082857
4557.25	9.7276971
4557.3	10.556318
4557.35	10.960373
4557.4	11.414267
4557.45	11.382959
4557.5	11.348146
4557.55	10.802068
4557.6	10.2599
4557.65	9.2350743
4557.7	8.2509229
4557.75	6.8365845
4557.8	5.5447011
4557.85	3.9446952
4557.9	2.5825256
4557.95	1.0076471
4558	-0.21917477
4558.05	-1.5504761
4558.1	-2.4488184
4558.15	-3.3931402
4558.2	-3.8705461
4558.25	-4.3660811
4558.3	-4.4001275
4558.35	-4.4889172
4558.4	-4.1653985
