# Menlo Systems GmbH TERAScan++
# Program Version 1.0.96
# Start: 3242 ps, Average over 67108 waveforms. Timestamp: 2017-10-16T15:54:40
# Window type: Tukey, parameters: alpha = 0.1
# Time [ps]	THz Signal [a.u.]
3289.35	-4.7840626
3289.4	-4.3402358
3289.45	-4.0686276
3289.5	-3.9338874
3289.55	-3.8603974
3289.6	-3.783174
3289.65	-3.6283142
3289.7	-3.3545373
3289.75	-2.9230688
3289.8	-2.3290515
3289.85	-1.5813326
3289.9	-0.73172223
3289.95	0.16880099
3290	1.0213091
3290.05	1.7342339
3290.1	2.2143655
3290.15	2.38243
3290.2	2.1828711
3290.25	1.6154237
3290.3	0.71471175
3290.35	-0.42483475
3290.4	-1.6918067
3290.45	-2.9516246
3290.5	-4.0899296
3290.55	-4.9708643
3290.6	-5.5252589
3290.65	-5.701208
3290.7	-5.5075122
3290.75	-4.9936888
3290.8	-4.2576216
3290.85	-3.402018
3290.9	-2.5541284
3290.95	-1.8239726
3291	-1.3262729
3291.05	-1.0981178
3291.1	-1.1542684
3291.15	-1.4435301
3291.2	-1.908332
3291.25	-2.4288894
3291.3	-2.9065776
3291.35	-3.2231004
3291.4	-3.296152
3291.45	-3.0591196
3291.5	-2.5038645
3291.55	-1.6435006
3291.6	-0.53652942
3291.65	0.75337714
3291.7	2.1224321
3291.75	3.4853857
3291.8	4.7218665
3291.85	5.7438861
3291.9	6.4568787
3291.95	6.8233552
3292	6.8193001
3292.05	6.4757705
3292.1	5.8321269
3292.15	4.9680808
3292.2	3.9575355
3292.25	2.8807513
3292.3	1.7979985
3292.35	0.77706342
3292.4	-0.15547988
3292.45	-0.95137803
3292.5	-1.6005519
3292.55	-2.077216
3292.6	-2.3883268
3292.65	-2.5392212
3292.7	-2.5638128
3292.75	-2.4701209
3292.8	-2.300644
3292.85	-2.0785512
3292.9	-1.8346879
3292.95	-1.5663467
3293	-1.2921191
3293.05	-0.9870948
3293.1	-0.65902038
3293.15	-0.26460928
3293.2	0.18074281
3293.25	0.70677722
3293.3	1.2884493
3293.35	1.933911
3293.4	2.5883695
3293.45	3.2176125
3293.5	3.7493749
3293.55	4.1145568
3293.6	4.2304788
3293.65	4.0428513
3293.7	3.4994753
3293.75	2.5849034
3293.8	1.3118286
3293.85	-0.26174479
3293.9	-2.0731205
3293.95	-3.9892017
3294	-5.9078078
3294.05	-7.704932
3294.1	-9.3017447
3294.15	-10.610086
3294.2	-11.621138
3294.25	-12.315681
3294.3	-12.715577
3294.35	-12.86033
3294.4	-12.806734
3294.45	-12.601669
3294.5	-12.303123
3294.55	-11.948579
3294.6	-11.58498
3294.65	-11.19861
3294.7	-10.783196
3294.75	-10.294685
3294.8	-9.7156401
3294.85	-8.9872328
3294.9	-8.1053285
3294.95	-7.0544162
3295	-5.8760524
3295.05	-4.6061695
3295.1	-3.3357291
3295.15	-2.1325535
3295.2	-1.0719713
3295.25	-0.17820072
3295.3	0.52865675
3295.35	1.062708
3295.4	1.4404829
3295.45	1.7041956
3295.5	1.8580827
3295.55	1.9360447
3295.6	1.9306154
3295.65	1.8459172
3295.7	1.6682587
3295.75	1.4056238
3295.8	1.064985
3295.85	0.66663661
3295.9	0.2135337
3295.95	-0.25209584
3296	-0.74169223
3296.05	-1.2147443
3296.1	-1.6771032
3296.15	-2.1128523
3296.2	-2.538786
3296.25	-2.9391238
3296.3	-3.3268332
3296.35	-3.6844512
3296.4	-4.0199317
3296.45	-4.3154494
3296.5	-4.5853627
3296.55	-4.8074519
3296.6	-4.9803955
3296.65	-5.0675567
3296.7	-5.0697795
3296.75	-4.9471162
3296.8	-4.6936649
3296.85	-4.2735521
3296.9	-3.705886
3296.95	-2.9653172
3297	-2.0761196
3297.05	-1.0508371
3297.1	0.050362793
3297.15	1.1815541
3297.2	2.2638849
3297.25	3.2365229
3297.3	4.0076802
3297.35	4.5245582
3297.4	4.7336078
3297.45	4.6217021
3297.5	4.1812809
3297.55	3.453241
3297.6	2.495614
3297.65	1.4024864
3297.7	0.24578434
